City ID,App,GB,Trips,NetRev,Basket,ActE,NewE,SMB,AOV,Take_rate,Trips_per_AE_month
D2,UberEats,4057744.0,103563.0,661158.0,3049597.0,2463.769230769231,2430.0,0.7490538461538462,29.446781186331027,0.16293733660871657,3.2334134690436787
E1,Postmates,37378.0,1139.0,4523.0,29284.0,26.46153846153846,48.0,0.5732384615384615,25.71027216856892,0.12100700947081171,3.3110465116279073
E1,UberEats,995473.0,28357.0,195040.0,731038.0,659.3076923076923,639.0,0.5918153846153846,25.779807454949395,0.19592696135404977,3.3084820907712054
F1,Postmates,37776.0,990.0,4590.0,29137.0,22.76923076923077,34.0,0.6470153846153845,29.431313131313132,0.12150571791613723,3.3445945945945943
F1,UberEats,314926.0,8132.0,56645.0,225493.0,208.15384615384616,307.0,0.6270615384615384,27.729094933595672,0.17986765144827674,3.005173688100517
G1,Postmates,32863.0,922.0,2808.0,25547.0,26.692307692307693,58.0,0.6541307692307693,27.70824295010846,0.08544563795149561,2.6570605187319885
G1,UberEats,495493.0,12727.0,74512.0,351457.0,367.6923076923077,692.0,0.6535692307692307,27.61507032293549,0.15037952100231486,2.6625523012552303
H1,Postmates,248181.0,6912.0,25733.0,199351.0,193.0,421.0,0.7929615384615385,28.84129050925926,0.10368642240945117,2.7548824232762055
H1,UberEats,9327272.0,257316.0,1558011.0,7120914.0,5783.923076923077,6462.0,0.7762615384615384,27.67380963484587,0.16703822939869234,3.4221648867550636
I1,Postmates,494933.0,12539.0,69835.0,366755.0,333.6923076923077,264.0,0.6496076923076923,29.249142674854454,0.14109990645198442,2.8905025357307514
I1,UberEats,1440406.0,39716.0,183122.0,1068393.0,1082.923076923077,1373.0,0.5774769230769231,26.900820827877933,0.12713221133485975,2.821139366387271
K1,Postmates,168855.0,4315.0,26672.0,126478.0,117.46153846153847,125.0,0.7684,29.311239860950174,0.15795801131148027,2.825802226588081
K1,UberEats,1023333.0,27802.0,142697.0,752841.0,777.9230769230769,1296.0,0.6776692307692307,27.078663405510394,0.1394433678968625,2.7491347770196777
K2,Postmates,22072.0,642.0,2851.0,16954.0,13.846153846153847,29.0,0.5176692307692308,26.40809968847352,0.1291681768756796,3.566666666666667
K2,UberEats,501061.0,15083.0,84312.0,370854.0,308.61538461538464,382.0,0.4884769230769231,24.587548896108203,0.16826693755850086,3.7594715852442673
K3,Postmates,22954.0,630.0,1555.0,17846.0,20.0,39.0,0.6131538461538462,28.326984126984126,0.06774418402021434,2.423076923076923
K3,UberEats,469339.0,12909.0,70059.0,342725.0,363.15384615384613,543.0,0.5625076923076923,26.549306685258347,0.14927163521463163,2.7343783096801526
L1,Postmates,1293117.0,34951.0,172857.0,1037922.0,694.2307692307693,497.0,0.742423076923077,29.696489370833454,0.13367467908936315,3.872686980609418
L1,UberEats,4130963.0,108877.0,684483.0,3166109.0,2440.5384615384614,2666.0,0.7061076923076922,29.079686251458067,0.16569574697231615,3.4316827938349044
L2,Postmates,12719481.0,282759.0,1538961.0,9857144.0,5114.615384615385,2464.0,0.8998538461538461,34.860584455313536,0.12099243671970578,4.252654534516468
L2,UberEats,20061081.0,514942.0,2594664.0,15245887.0,10366.615384615385,8411.0,0.8003384615384616,29.606998458078774,0.12933819468651764,3.821008266179897
M1,Postmates,39243.0,1095.0,3346.0,30360.0,29.53846153846154,71.0,0.6849999999999999,27.726027397260275,0.08526361389292358,2.8515625
M1,UberEats,1374488.0,37253.0,197485.0,1008629.0,849.6923076923077,1092.0,0.7381307692307691,27.075108044989666,0.14367895536374273,3.372533043635705
M2,Postmates,1394936.0,34334.0,250520.0,1114544.0,734.6923076923077,736.0,0.8574615384615385,32.461816275412126,0.17959246875842333,3.594806826510313
M2,UberEats,22945286.0,566948.0,4782656.0,17961669.0,10653.076923076924,8095.0,0.8498615384615384,31.68133409060443,0.20843741062979124,4.093782944616939
N1,Postmates,522467.0,13690.0,63758.0,413765.0,307.2307692307692,284.0,0.8497846153846154,30.22388604821037,0.1220325877041038,3.4276414621932902
N1,UberEats,3230902.0,85403.0,513885.0,2422702.0,1968.8461538461538,1936.0,0.7833923076923077,28.367879348500637,0.15905310653186014,3.3367063879664
N2,Postmates,209956.0,5121.0,6906.0,174189.0,174.46153846153845,471.0,0.8534538461538461,34.014645577035736,0.032892606069843205,2.257936507936508
N2,UberEats,14206420.0,391850.0,1957197.0,11047368.0,8117.0,6744.0,0.7773846153846153,28.192849304580836,0.13776848776820622,3.7134788335971036
N3,Postmates,1600259.0,35708.0,148878.0,1287272.0,847.0769230769231,1127.0,0.9247461538461538,36.04996079309959,0.0930336901714035,3.2426443879404285
N3,UberEats,32598390.0,895597.0,3802020.0,25640141.0,15993.23076923077,10677.0,0.8146615384615384,28.629105501693285,0.11663214042165886,4.307577244218708
N4,Postmates,135381.0,3127.0,10153.0,111664.0,108.15384615384616,258.0,0.8416153846153847,35.709625839462745,0.07499575272748761,2.224039829302987
N4,UberEats,10244272.0,270373.0,1751488.0,7995934.0,5871.307692307692,3741.0,0.7724615384615384,29.57371483099274,0.17097242244251226,3.5422982692887186
O1,Postmates,451169.0,12807.0,86400.0,344545.0,280.38461538461536,175.0,0.7221615384615384,26.902865620363862,0.19150251901172288,3.513580246913581
O1,UberEats,792106.0,23576.0,141460.0,587955.0,604.0769230769231,954.0,0.5951,24.9387088564642,0.17858720928764585,3.0021647777919265
O2,Postmates,1495063.0,37291.0,218052.0,1147532.0,882.3076923076923,558.0,0.8290307692307692,30.772357941594485,0.1458480344975429,3.2511769834350477
O2,UberEats,3591683.0,91471.0,582284.0,2707867.0,2304.4615384615386,2357.0,0.7910230769230769,29.60355741163866,0.16212009801533153,3.05330796448361
P1,Postmates,522596.0,12605.0,93748.0,385326.0,347.38461538461536,270.0,0.6648615384615385,30.56929789765966,0.17938905005013434,2.7911868910540303
P1,UberEats,1232403.0,30916.0,225000.0,893204.0,950.6153846153846,1308.0,0.6038384615384615,28.891318411178677,0.1825701495371238,2.5016993040945135
P2,Postmates,115346.0,2955.0,4698.0,94619.0,99.46153846153847,230.0,0.8327230769230769,32.01996615905245,0.04072963084979107,2.28538283062645
P2,UberEats,4716932.0,134324.0,678787.0,3704347.0,3330.0,3268.0,0.7568846153846155,27.577700187606087,0.14390434290763573,3.1028875028875027
P3,Postmates,1322598.0,36552.0,221949.0,1023509.0,791.4615384615385,608.0,0.7315692307692309,28.001449989056688,0.1678128955283465,3.552531830109826
P3,UberEats,6511804.0,182929.0,1026322.0,4955579.0,3872.846153846154,3841.0,0.6718538461538461,27.090177063232183,0.15760947350380938,3.633364450712058
P4,Postmates,47367.0,1381.0,4014.0,37809.0,40.84615384615385,74.0,0.6949153846153846,27.37798696596669,0.08474254227626829,2.6007532956685497
P4,UberEats,648397.0,18494.0,99990.0,477731.0,497.84615384615387,798.0,0.6367615384615385,25.831675137882556,0.1542110774725978,2.857540173053152
P5,Postmates,630260.0,16024.0,75961.0,515194.0,386.15384615384613,304.0,0.8401461538461539,32.15139790314528,0.12052327610827278,3.1920318725099603
P5,UberEats,2769629.0,73192.0,427943.0,2165328.0,1622.923076923077,1427.0,0.7460230769230769,29.584216854301015,0.1545127524300186,3.46914399469144
R1,Postmates,189091.0,5138.0,19540.0,150542.0,143.15384615384616,166.0,0.8295461538461539,29.29972752043597,0.10333648878053424,2.7608812466415906
R1,UberEats,1729372.0,47118.0,235418.0,1307638.0,1202.7692307692307,1465.0,0.7848538461538461,27.75240884587631,0.13612918446696257,3.0134305448963934
R2,Postmates,32344.0,859.0,2599.0,25827.0,27.923076923076923,53.0,0.7966538461538462,30.066356228172292,0.0803549344546129,2.366391184573003
R2,UberEats,710939.0,19384.0,117718.0,527780.0,504.0769230769231,661.0,0.7334307692307692,27.227610400330168,0.16558101327962033,2.9580344880207536
R3,Postmates,37503.0,984.0,2588.0,29354.0,32.30769230769231,68.0,0.7664000000000001,29.83130081300813,0.06900781270831667,2.342857142857143
R3,UberEats,1056100.0,28535.0,168710.0,779741.0,729.7692307692307,803.0,0.7372692307692308,27.325775363588576,0.15974812991194015,3.0078001475703595
S1,Postmates,251039.0,5840.0,37330.0,184529.0,167.76923076923077,198.0,0.7729384615384615,31.597431506849315,0.14870199451081306,2.677670793214122
S1,UberEats,1120833.0,28128.0,161154.0,800300.0,844.4615384615385,1635.0,0.6455692307692308,28.45207622298066,0.14378056320611546,2.5622153397704497
S2,Postmates,137830.0,3998.0,15357.0,109081.0,99.76923076923077,169.0,0.7235076923076923,27.283891945972986,0.11141986505114997,3.082498072474942
S2,UberEats,2782744.0,78081.0,461967.0,2081968.0,1818.4615384615386,2091.0,0.7029307692307692,26.66420768176637,0.16601131832464647,3.302918781725888
S3,Postmates,957012.0,22577.0,163321.0,722208.0,575.7692307692307,386.0,0.8603846153846154,31.9886610267086,0.17065721223976293,3.016299265197061
S3,UberEats,4589936.0,110903.0,869546.0,3382164.0,2782.3076923076924,2401.0,0.8220307692307693,30.496596124541266,0.18944621450059435,3.0661598009400057
S4,Postmates,701170.0,15454.0,73142.0,535585.0,457.2307692307692,561.0,0.8795615384615385,34.65672317846512,0.10431421766476033,2.5999327052489907
S4,UberEats,9694690.0,224638.0,1223404.0,7219865.0,5392.307692307692,5357.0,0.8347692307692308,32.13999857548589,0.12619320473372536,3.20453637660485
S5,Postmates,356234.0,7590.0,52302.0,269610.0,235.07692307692307,262.0,0.8925307692307692,35.52173913043478,0.14681922556521837,2.4836387434554976
S5,UberEats,6153613.0,140955.0,971699.0,4603363.0,3222.230769230769,2163.0,0.8344769230769231,32.65838742861197,0.15790707020412237,3.3649645491656526
S6,Postmates,251300.0,6010.0,36440.0,190873.0,171.07692307692307,162.0,0.824923076923077,31.759234608985025,0.14500596896140072,2.702338129496403
S6,UberEats,1076071.0,28427.0,144724.0,789620.0,827.1538461538462,1515.0,0.6872076923076923,27.777113307770783,0.13449298419899802,2.6436343346042963
U1,Postmates,62321.0,1627.0,-307.0,50497.0,53.61538461538461,167.0,0.7088846153846154,31.036877688998157,-0.0049261083743842365,2.3342898134863703
U1,UberEats,2568413.0,76342.0,228570.0,2013747.0,1966.2307692307693,2872.0,0.6409384615384616,26.377970186791018,0.08899269704677558,2.9866593638746526
V1,Postmates,207531.0,4994.0,33516.0,153525.0,130.15384615384616,82.0,0.7109769230769231,30.741890268321985,0.16149876404007113,2.951536643026005
V1,UberEats,383492.0,9540.0,66167.0,277562.0,277.0,335.0,0.6454153846153846,29.09454926624738,0.17253814942684592,2.6492640933074147
W1,Postmates,480000.0,11666.0,58062.0,378441.0,336.46153846153845,457.0,0.8524769230769231,32.439653694496826,0.1209625,2.6671239140374943
W1,UberEats,13552018.0,342479.0,1953714.0,10401527.0,7174.2307692307695,5312.0,0.8060076923076923,30.371284078731836,0.14416406471715135,3.6721063635876265
W2,Postmates,18356.0,546.0,1092.0,14509.0,15.692307692307692,24.0,0.6866000000000001,26.573260073260073,0.059490084985835696,2.6764705882352944
W2,UberEats,216715.0,5815.0,30925.0,157163.0,159.84615384615384,221.0,0.6776,27.027171109200346,0.14269893639111275,2.7983638113570746
